date,diamond price,inflation rate,interest rate,fed rate,gold price
2018-07-26,10755.729,2.11,0.87,1.91,1222.98
2018-07-25,10804.857,2.13,0.81,1.91,1227.83
2018-07-24,10793.602,2.11,0.84,1.91,1224.58
2018-07-23,10774.111,2.11,0.85,1.91,1238.88
2018-07-22,10674.863,2.11,0.85,1.91,1233.88
2018-07-21,10674.255,2.11,0.85,1.91,1233.88
2018-07-20,10666.1,2.11,0.78,1.91,1232.08
2018-07-19,10663.921,2.09,0.75,1.91,1222.83
2018-07-18,10657.419,2.09,0.79,1.91,1227.63
2018-07-17,10658.19,2.09,0.77,1.91,1226.23
2018-07-16,10657.638,2.1,0.75,1.91,1238.13
2018-07-15,10669.487,2.1,0.75,1.91,1238.03
2018-07-14,10684.853,2.1,0.75,1.91,1238.03
2018-07-13,10691.104,2.11,0.72,1.91,1238.03
2018-07-12,10689.325,2.1,0.75,1.91,1247.03
2018-07-11,10690.246,2.11,0.74,1.91,1242.18
2018-07-10,10692.639,2.13,0.74,1.91,1257.68
2018-07-09,10702.415,2.13,0.73,1.91,1257.78
2018-07-08,10726.659,2.13,0.73,1.91,1237.73
2018-07-07,10728.682,2.13,0.73,1.91,1237.73
2018-07-06,10718.032,2.12,0.7,1.91,1254.73
2018-07-05,10712.856,2.13,0.71,1.91,1237.73
2018-07-04,10710.898,2.13,0.71,1.91,1240.1
2018-07-03,10715.123,2.12,0.71,1.91,1237.73
2018-07-02,10719.893,2.14,0.73,1.91,1237.73
2018-07-01,10712.787,2.14,0.73,1.91,1237.73
2018-06-30,10711.909,2.14,0.73,1.91,1237.73
2018-06-29,10701.819,2.11,0.74,1.91,1253.18
2018-06-28,10673.499,2.1,0.74,1.91,1248.28
2018-06-27,10673.174,2.11,0.72,1.91,1252.03
2018-06-26,10676.309,2.12,0.76,1.92,1251.13
2018-06-25,10681.149,2.1,0.77,1.92,1255.13
2018-06-24,10671.438,2.1,0.77,1.92,1271.88
2018-06-23,10623.656,2.1,0.77,1.92,1271.88
2018-06-22,10604.346,2.12,0.78,1.92,1269.63
2018-06-21,10573.854,2.11,0.79,1.92,1267.73
2018-06-20,10572.109,2.12,0.81,1.92,1277.5
2018-06-19,10574.323,2.12,0.77,1.91,1274.78
2018-06-18,10569.9,2.12,0.8,1.9,1275.5
2018-06-17,10566.693,2.12,0.8,1.9,1280.53
2018-06-16,10565.036,2.12,0.8,1.9,1280.53
2018-06-15,10569.451,2.12,0.81,1.9,1280.53
2018-06-14,10566.076,2.12,0.82,1.9,1292.13
2018-06-13,10561.495,2.12,0.86,1.7,1299.73
2018-06-12,10561.272,2.13,0.83,1.7,1300.6
2018-06-11,10562.193,2.13,0.83,1.7,1300.13
2018-06-10,10556.075,2.13,0.83,1.7,1299.88
2018-06-09,10560.858,2.13,0.83,1.7,1299.88
2018-06-08,10564.61,2.11,0.82,1.7,1329.58
2018-06-07,10563.505,2.13,0.8,1.7,1297.13
2018-06-06,10568.984,2.14,0.83,1.7,1294.0
2018-06-05,10564.069,2.13,0.79,1.7,1296.13
2018-06-04,10550.13,2.12,0.82,1.7,1291.98
2018-06-03,10547.103,2.12,0.82,1.7,1293.13
2018-06-02,10543.025,2.12,0.82,1.7,1293.13
2018-06-01,10538.838,2.09,0.8,1.7,1293.13
2018-05-31,10083.73,2.07,0.76,1.7,1298.33
2018-05-30,10083.9,2.06,0.78,1.7,1309.88
2018-05-29,10106.18,2.04,0.73,1.7,1299.0
2018-05-28,10111.69,2.04,0.73,1.7,1298.1
2018-05-27,10118.63,2.04,0.73,1.7,1301.58
2018-05-26,10112.36,2.04,0.73,1.7,1301.58
2018-05-25,10114.38,2.09,0.84,1.7,1301.58
2018-05-24,10120.91,2.12,0.86,1.7,1304.88
2018-05-23,10108.78,2.14,0.87,1.7,1293.13
2018-05-22,10107.35,2.15,0.91,1.7,1291.33
2018-05-21,10105.5,2.16,0.9,1.7,1294.68
2018-05-20,10105.86,2.16,0.9,1.7,1329.85
2018-05-19,10106.47,2.16,0.9,1.7,1329.85
2018-05-18,10107.98,2.15,0.91,1.7,1329.85
2018-05-17,10111.34,2.16,0.95,1.7,1287.5
2018-05-16,10088.98,2.17,0.92,1.7,1297.4
2018-05-15,10085.07,2.18,0.9,1.7,1293.88
2018-05-14,10061.15,2.15,0.85,1.7,1312.83
2018-05-13,10064.73,2.15,0.85,1.7,1321.85
2018-05-12,10059.69,2.15,0.85,1.7,1321.85
2018-05-11,10058.4,2.15,0.82,1.7,1321.85
2018-05-10,10057.48,2.17,0.8,1.7,1321.25
2018-05-09,10055.51,2.18,0.82,1.7,1312.63
2018-05-08,10048.4,2.16,0.81,1.7,1315.7
2018-05-07,10041.23,2.17,0.78,1.7,1316.4
2018-05-06,10050.58,2.17,0.78,1.7,1309.5
2018-05-05,10048.61,2.17,0.78,1.7,1309.5
2018-05-04,10048.29,2.16,0.79,1.7,1315.05
2018-05-03,10046.02,2.16,0.78,1.7,1312.23
2018-05-02,10047.16,2.17,0.8,1.7,1302.13
2018-05-01,10050.07,2.16,0.81,1.7,1300.58
2018-04-30,10038.62,2.17,0.78,1.69,1315.38
2018-04-29,10032.95,2.17,0.78,1.7,1322.8
2018-04-28,10030.58,2.17,0.78,1.7,1322.8
